source,identity_type,carrier_id,carrier_code,year,period_unit,first_period,last_period,periods_observed,periods_present,expected_periods,partial_year
BTS on-time,dot_reporting_airline_id,20398,MQ,2015,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20409,B6,2015,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20416,NK,2015,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20436,F9,2015,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,21171,VX,2015,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
DB1B,reporting_carrier_code,9E,9E,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AA,AA,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AS,AS,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,B6,B6,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,CP,CP,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,DL,DL,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,EV,EV,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,F9,F9,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G4,G4,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G7,G7,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,HA,HA,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,MQ,MQ,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,NK,NK,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OH,OH,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OO,OO,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,QX,QX,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,S5,S5,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,SY,SY,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,UA,UA,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,VX,VX,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,WN,WN,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YV,YV,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YX,YX,2016,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,ZW,ZW,2016,quarter,1,4,4,1;2;3;4,4,False
BTS on-time,dot_reporting_airline_id,19393,WN,2016,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19690,HA,2016,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19790,DL,2016,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19805,AA,2016,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19930,AS,2016,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19977,UA,2016,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20304,OO,2016,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20366,EV,2016,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20409,B6,2016,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20416,NK,2016,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20436,F9,2016,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,21171,VX,2016,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
DB1B,reporting_carrier_code,9E,9E,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AA,AA,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AS,AS,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,B6,B6,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,CP,CP,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,DL,DL,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,EV,EV,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,F9,F9,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G4,G4,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G7,G7,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,HA,HA,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,MQ,MQ,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,NK,NK,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OH,OH,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OO,OO,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,QX,QX,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,SY,SY,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,UA,UA,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,VX,VX,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,WN,WN,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,WP,WP,2017,quarter,1,3,3,1;2;3,4,False
DB1B,reporting_carrier_code,YV,YV,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YX,YX,2017,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,ZW,ZW,2017,quarter,1,4,4,1;2;3;4,4,False
BTS on-time,dot_reporting_airline_id,19393,WN,2017,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19690,HA,2017,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19790,DL,2017,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19805,AA,2017,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19930,AS,2017,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19977,UA,2017,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20304,OO,2017,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20366,EV,2017,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20409,B6,2017,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20416,NK,2017,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20436,F9,2017,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,21171,VX,2017,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
DB1B,reporting_carrier_code,9E,9E,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AA,AA,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AS,AS,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,B6,B6,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,CP,CP,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,DL,DL,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,EV,EV,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,F9,F9,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G4,G4,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G7,G7,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,HA,HA,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,MQ,MQ,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,NK,NK,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OH,OH,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OO,OO,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,QX,QX,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,SY,SY,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,UA,UA,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,VX,VX,2018,quarter,1,1,1,1,4,False
DB1B,reporting_carrier_code,WN,WN,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YV,YV,2018,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YX,YX,2018,quarter,1,4,4,1;2;3;4,4,False
BTS on-time,dot_reporting_airline_id,19393,WN,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19690,HA,2018,month,1,12,11,1;2;3;4;5;6;7;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19790,DL,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19805,AA,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19930,AS,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19977,UA,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20304,OO,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20363,9E,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20366,EV,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20368,G4,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20378,YV,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20397,OH,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20398,MQ,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20409,B6,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20416,NK,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20436,F9,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20452,YX,2018,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,21171,VX,2018,month,1,3,3,1;2;3,12,False
DB1B,reporting_carrier_code,9E,9E,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AA,AA,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AS,AS,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,B6,B6,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,CP,CP,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,DL,DL,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,EV,EV,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,F9,F9,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G4,G4,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G7,G7,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,HA,HA,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,MQ,MQ,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,NK,NK,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OH,OH,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OO,OO,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,QX,QX,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,SY,SY,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,UA,UA,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,WN,WN,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YV,YV,2019,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YX,YX,2019,quarter,1,4,4,1;2;3;4,4,False
BTS on-time,dot_reporting_airline_id,19393,WN,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19690,HA,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19790,DL,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19805,AA,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19930,AS,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19977,UA,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20304,OO,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20363,9E,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20366,EV,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20368,G4,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20378,YV,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20397,OH,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20398,MQ,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20409,B6,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20416,NK,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20436,F9,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20452,YX,2019,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
DB1B,reporting_carrier_code,3M,3M,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,9E,9E,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AA,AA,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AS,AS,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,B6,B6,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,C5,C5,2020,quarter,4,4,1,4,4,False
DB1B,reporting_carrier_code,CP,CP,2020,quarter,1,2,2,1;2,4,False
DB1B,reporting_carrier_code,DL,DL,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,EV,EV,2020,quarter,1,3,3,1;2;3,4,False
DB1B,reporting_carrier_code,F9,F9,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G4,G4,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G7,G7,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,HA,HA,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,MQ,MQ,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,NK,NK,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OH,OH,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OO,OO,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,QX,QX,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,SY,SY,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,UA,UA,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,WN,WN,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YV,YV,2020,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YX,YX,2020,quarter,1,4,4,1;2;3;4,4,False
BTS on-time,dot_reporting_airline_id,19393,WN,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19690,HA,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19790,DL,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19805,AA,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19930,AS,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19977,UA,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20304,OO,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20363,9E,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20366,EV,2020,month,1,9,9,1;2;3;4;5;6;7;8;9,12,False
BTS on-time,dot_reporting_airline_id,20368,G4,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20378,YV,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20397,OH,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20398,MQ,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20409,B6,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20416,NK,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20436,F9,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20452,YX,2020,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
DB1B,reporting_carrier_code,3M,3M,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,9E,9E,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AA,AA,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AS,AS,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,B6,B6,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,C5,C5,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,DL,DL,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,F9,F9,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G4,G4,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G7,G7,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,HA,HA,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,MQ,MQ,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,NK,NK,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OH,OH,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OO,OO,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,PT,PT,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,QX,QX,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,SY,SY,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,UA,UA,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,WN,WN,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YV,YV,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YX,YX,2021,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,ZW,ZW,2021,quarter,1,4,4,1;2;3;4,4,False
BTS on-time,dot_reporting_airline_id,19393,WN,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19687,QX,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19690,HA,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19790,DL,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19805,AA,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19930,AS,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19977,UA,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20304,OO,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20363,9E,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20368,G4,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20378,YV,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20397,OH,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20398,MQ,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20409,B6,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20416,NK,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20436,F9,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,20452,YX,2021,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
DB1B,reporting_carrier_code,3M,3M,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,9E,9E,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AA,AA,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,AS,AS,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,B6,B6,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,C5,C5,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,DL,DL,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,F9,F9,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G4,G4,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,G7,G7,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,HA,HA,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,MQ,MQ,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,MX,MX,2022,quarter,2,4,3,2;3;4,4,False
DB1B,reporting_carrier_code,NK,NK,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OH,OH,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,OO,OO,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,PT,PT,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,QX,QX,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,SY,SY,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,UA,UA,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,WN,WN,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,XP,XP,2022,quarter,2,3,2,2;3,4,False
DB1B,reporting_carrier_code,YV,YV,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,YX,YX,2022,quarter,1,4,4,1;2;3;4,4,False
DB1B,reporting_carrier_code,ZW,ZW,2022,quarter,1,4,4,1;2;3;4,4,False
BTS on-time,dot_reporting_airline_id,19393,WN,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19687,QX,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
BTS on-time,dot_reporting_airline_id,19690,HA,2022,month,1,12,12,1;2;3;4;5;6;7;8;9;10;11;12,12,False
